xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
0.29161,3604.3,4501.8,9.2657,26.625,42.029,2703.6,74.46,120.43,0.34197,80.367,50.949,2632.2,26.331,50.486,3100.0,23.849,65.739,231.19,340.76,94.731,77.707,31.939,8.8708,26.156,6.8333,18.806,1.6497,32.587,13.819,23.894,1.4174,18.823,2.2141,4.8564,2.3394,0.02261,0.87718,0.084196,53.558,43.564,62.721,54.336,28.56,59.759,22.13,40.071,40.894,47.658,48.552,41.215,16.025,0
0.3011,3648.1,4480.3,9.422,26.966,42.396,2704.5,74.778,120.4,0.33412,80.42,50.353,2633.0,25.771,51.055,3103.7,22.767,65.873,235.29,340.52,94.511,77.691,32.723,8.8739,25.739,6.8008,19.048,1.6725,32.849,13.655,23.972,1.3573,19.039,2.2724,4.9053,2.2669,-0.0048858,0.8637,0.10779,53.849,43.417,63.515,54.098,29.639,59.923,21.969,40.021,39.14,48.977,48.701,40.338,18.57,0
0.30192,3671.5,4523.7,9.3106,26.407,42.697,2704.6,74.968,120.42,0.33378,80.369,49.494,2632.6,25.421,48.956,3103.8,23.021,65.981,237.6,340.66,94.476,77.219,32.723,8.8739,25.739,6.8008,19.048,1.6725,32.849,13.655,23.972,1.3573,19.039,2.2724,4.9053,2.2669,-0.0048858,0.8637,0.10779,53.849,43.417,63.113,53.579,29.558,62.477,21.551,40.062,36.61,44.119,48.976,41.512,17.986,0
0.22364,3670.8,4518.5,9.3494,26.531,42.315,2700.2,74.933,120.38,0.31602,80.083,49.605,2629.5,25.911,51.984,3099.3,24.244,65.973,236.27,341.15,94.511,77.023,31.994,8.969,25.814,6.7641,18.865,1.714,33.058,13.935,23.499,1.1688,18.742,2.2815,4.8011,2.3492,-0.0048858,0.8637,0.10779,53.849,43.417,63.471,53.02,22.034,59.755,21.767,37.709,36.937,51.126,49.578,40.103,15.11,0
0.22387,3664.9,4515.1,9.3481,26.558,41.883,2701.3,75.281,120.46,0.31504,80.207,50.058,2630.8,24.182,49.827,3097.2,22.335,65.986,238.39,341.67,94.51,77.179,31.994,8.969,25.814,6.7641,18.865,1.714,33.058,13.935,23.499,1.1688,18.742,2.2815,4.8011,2.3492,-0.0048858,0.8637,0.10779,53.849,43.417,63.573,53.062,22.011,61.505,22.177,37.829,38.27,46.135,49.873,42.099,19.628,0
0.29091,3701.5,4487.1,9.4701,26.959,42.25,2699.3,74.315,120.39,0.34784,80.053,49.549,2627.9,26.417,50.187,3098.1,22.554,66.014,241.12,341.18,94.62,77.091,32.199,8.9503,26.376,6.9818,18.946,1.6698,32.967,13.891,24.149,1.2289,18.91,2.3014,4.9244,2.3408,-0.0048858,0.8637,0.10779,53.849,43.417,63.358,53.816,28.956,60.526,22.015,41.266,36.772,46.968,50.112,40.394,19.127,0
0.29417,3675.7,4535.3,9.2948,26.908,42.304,2698.9,75.32,120.43,0.34846,80.088,49.4,2627.4,25.347,49.032,3096.2,22.446,66.022,241.72,341.58,94.429,77.255,32.199,8.9503,26.376,6.9818,18.946,1.6698,32.967,13.891,24.149,1.2289,18.91,2.3014,4.9244,2.3408,0.021166,0.85663,0.098636,53.895,43.832,63.804,53.239,28.635,62.833,22.081,41.19,36.334,44.294,50.258,42.402,19.371,0
0.27523,3607.6,4506.0,9.2878,26.745,42.039,2698.9,75.535,120.38,0.34547,80.109,49.367,2627.5,23.522,51.736,3095.7,23.145,66.094,241.67,341.49,94.635,77.16,32.477,8.8597,26.137,7.018,18.693,1.6404,32.875,13.779,23.903,1.3786,18.625,2.3254,4.7598,2.2618,0.021166,0.85663,0.098636,53.895,43.832,63.074,53.37,26.782,62.276,22.13,40.513,36.238,50.553,50.617,40.595,17.717,0
0.27236,3614.7,4499.3,9.4815,26.961,42.254,2700.7,74.701,120.44,0.34377,80.225,49.635,2629.4,25.633,47.902,3097.0,23.529,66.135,242.84,341.61,94.671,77.26,32.477,8.8597,26.137,7.018,18.693,1.6404,32.875,13.779,23.903,1.3786,18.625,2.3254,4.7598,2.2618,0.021166,0.85663,0.098636,53.895,43.832,62.951,53.45,27.064,59.037,22.152,40.72,37.025,41.679,50.865,41.176,16.793,0
0.24484,3623.2,4474.7,9.3934,27.081,42.346,2700.9,75.869,120.36,0.33025,80.197,50.75,2629.0,24.939,48.569,3098.7,22.338,66.185,244.84,341.21,94.63,77.363,32.209,8.9728,26.462,6.8338,18.498,1.6796,33.115,13.859,23.354,1.128,18.771,2.2344,4.8639,2.3426,0.021166,0.85663,0.098636,53.895,43.832,62.376,54.358,24.179,60.917,22.12,39.406,40.306,43.222,51.038,39.506,19.603,0
0.24697,3622.2,4502.5,9.299,27.176,41.877,2702.2,74.783,120.42,0.33231,80.244,49.973,2631.4,25.353,50.486,3097.7,21.708,66.274,244.77,342.08,94.768,77.298,32.209,8.9728,26.462,6.8338,18.498,1.6796,33.115,13.859,23.354,1.128,18.771,2.2344,4.8639,2.3426,0.021166,0.85663,0.098636,53.895,43.832,62.394,54.025,23.969,62.934,22.694,39.155,38.02,47.658,51.393,42.187,21.098,0
0.2684,3669.9,4579.9,9.1881,27.102,42.274,2702.0,74.49,120.38,0.34251,80.179,48.341,2631.4,24.813,50.491,3099.8,23.675,66.282,244.93,341.73,94.572,77.493,32.757,8.9645,26.507,7.0537,18.468,1.6685,33.063,13.911,23.484,1.2875,18.316,2.3199,4.9085,2.2459,0.0030403,0.85716,0.083527,52.626,43.472,63.147,53.606,26.626,62.835,22.486,40.053,33.218,47.671,51.59,40.232,16.421,0
0.26883,3678.1,4559.9,9.3167,26.831,42.303,2703.4,74.866,120.44,0.34427,80.193,50.424,2632.4,24.181,49.071,3100.1,22.994,66.316,247.55,342.14,94.574,77.229,32.757,8.9645,26.507,7.0537,18.468,1.6685,33.063,13.911,23.484,1.2875,18.316,2.3199,4.9085,2.2459,0.0030403,0.85716,0.083527,52.626,43.472,63.005,53.846,26.585,61.003,22.246,39.837,39.349,44.384,51.643,42.333,18.045,0
0.21178,3637.7,4547.6,9.4047,26.908,42.057,2702.6,74.659,120.36,0.34207,80.158,50.582,2631.2,24.824,48.304,3098.1,22.561,66.325,248.53,341.92,94.735,77.489,31.969,8.8957,26.361,6.7743,18.787,1.6545,32.778,13.952,23.966,1.1161,18.944,2.2611,4.8741,2.3461,0.0030403,0.85716,0.083527,52.626,43.472,61.714,54.116,21.17,61.669,22.531,41.589,39.814,42.61,51.842,40.192,19.052,0
0.21346,3596.6,4574.7,9.3124,26.416,42.277,2702.4,74.882,120.41,0.34304,80.138,50.9,2631.9,25.782,50.343,3097.6,23.075,66.346,247.9,342.81,94.645,77.168,31.969,8.8957,26.361,6.7743,18.787,1.6545,32.778,13.952,23.966,1.1161,18.944,2.2611,4.8741,2.3461,0.0030403,0.85716,0.083527,52.626,43.472,62.421,53.791,21.005,60.171,22.462,41.47,40.749,47.328,52.185,40.43,17.854,0
0.29063,3703.8,4524.9,9.3661,27.097,42.545,2703.5,74.78,120.4,0.34996,80.162,49.841,2632.9,24.942,49.192,3100.4,22.722,66.369,248.17,341.9,94.662,77.323,32.403,8.8652,26.401,6.85,18.753,1.6731,32.866,13.828,23.488,1.1504,18.356,2.2624,4.9217,2.2547,0.0030403,0.85716,0.083527,52.626,43.472,62.998,53.63,28.061,62.496,22.376,41.88,37.633,44.665,52.444,40.569,18.673,0
0.28836,3672.5,4507.2,9.2549,26.689,42.863,2702.8,73.993,120.43,0.35287,80.024,49.673,2630.9,25.015,48.927,3101.5,23.281,66.381,250.15,341.67,94.529,77.305,32.403,8.8652,26.401,6.85,18.753,1.6731,32.866,13.828,23.488,1.1504,18.356,2.2624,4.9217,2.2547,0.014028,0.82284,0.093828,54.187,44.388,63.535,53.841,28.285,63.765,21.83,41.525,37.137,44.05,52.604,41.566,17.354,0
0.24877,3675.0,4489.0,9.2548,26.499,42.127,2704.7,74.724,120.38,0.33737,80.089,49.7,2633.6,24.21,50.683,3099.6,23.704,66.397,250.93,342.49,94.567,77.185,32.272,9.0827,26.229,6.8476,18.593,1.6749,33.292,13.928,23.607,1.2393,18.635,2.269,4.819,2.3387,0.014028,0.82284,0.093828,54.187,44.388,62.894,54.144,23.911,61.992,22.517,40.197,37.217,48.114,52.84,40.705,16.362,0
0.24718,3647.9,4479.6,9.4421,27.201,42.342,2703.5,74.338,120.41,0.33926,80.054,50.777,2632.5,25.137,49.138,3100.6,22.505,66.43,251.24,342.65,94.513,77.177,32.272,9.0827,26.229,6.8476,18.593,1.6749,33.292,13.928,23.607,1.2393,18.635,2.269,4.819,2.3387,0.014028,0.82284,0.093828,54.187,44.388,63.361,54.256,24.067,61.562,22.531,39.966,40.387,44.539,53.117,41.178,19.207,0
0.25792,3645.0,4530.5,9.45,27.577,42.305,2701.7,75.756,120.39,0.35293,79.935,50.912,2629.6,26.893,50.483,3099.6,23.412,66.443,252.84,341.76,94.576,77.431,32.184,8.8602,26.109,6.8517,18.7,1.6312,33.511,13.958,23.718,1.2061,18.739,2.243,4.8468,2.2798,0.014028,0.82284,0.093828,54.187,44.388,63.464,54.059,25.212,61.787,22.238,41.052,40.785,47.652,53.281,40.852,17.046,0
0.25686,3668.7,4517.7,9.3936,26.671,42.371,2704.4,74.094,120.42,0.35074,80.159,50.794,2633.9,24.494,50.046,3101.6,23.124,66.467,255.9,342.28,94.518,77.795,32.184,8.8602,26.109,6.8517,18.7,1.6312,33.511,13.958,23.718,1.2061,18.739,2.243,4.8468,2.2798,0.014028,0.82284,0.093828,54.187,44.388,63.056,54.212,25.318,62.021,22.193,41.32,40.436,46.642,53.31,41.476,17.7,0
0.26505,3653.8,4502.6,9.2605,26.872,42.27,2705.6,74.81,120.38,0.35136,80.21,49.83,2633.5,26.156,51.577,3102.8,22.753,66.528,251.54,342.18,94.493,77.435,32.309,8.7982,26.45,6.9632,19.099,1.6106,33.273,13.712,24.114,1.2083,18.681,2.2289,4.9066,2.2627,0.0049954,0.81934,0.073882,54.767,43.889,63.307,54.149,26.103,61.088,22.213,42.232,37.6,50.183,53.129,40.935,18.588,0
0.26407,3672.5,4562.8,9.3125,26.864,42.506,2704.9,74.568,120.41,0.35436,80.152,49.321,2634.8,25.801,51.707,3101.3,21.112,66.561,249.9,342.57,94.623,77.429,32.309,8.7982,26.45,6.9632,19.099,1.6106,33.273,13.712,24.114,1.2083,18.681,2.2289,4.9066,2.2627,0.0049954,0.81934,0.073882,54.767,43.889,62.984,53.428,26.199,62.037,22.417,41.866,36.101,50.485,53.194,41.769,22.484,0
0.25234,3639.4,4454.4,9.2864,26.809,42.834,2706.3,75.018,120.41,0.32653,80.159,50.753,2635.5,25.834,49.14,3101.0,21.924,66.56,251.1,342.72,94.512,77.521,32.474,8.8111,26.707,6.9309,18.879,1.6525,33.465,13.948,23.714,1.0387,18.338,2.2408,4.786,2.296,0.0049954,0.81934,0.073882,54.767,43.889,62.553,53.727,24.841,61.05,22.688,38.682,40.316,44.544,53.01,41.269,20.541,0
0.25176,3648.0,4492.6,9.4133,26.743,42.355,2707.4,75.072,120.39,0.32893,80.137,49.971,2636.6,23.904,49.627,3102.0,23.226,66.534,250.95,343.44,94.573,77.272,32.474,8.8111,26.707,6.9309,18.879,1.6525,33.465,13.948,23.714,1.0387,18.338,2.2408,4.786,2.296,0.0049954,0.81934,0.073882,54.767,43.889,62.404,53.27,24.898,61.776,22.672,38.389,38.015,45.672,52.946,40.582,17.46,0
0.23553,3648.4,4529.7,9.363,27.292,42.177,2705.1,74.857,120.4,0.35159,79.922,51.598,2633.4,24.438,50.721,3100.7,23.563,66.497,250.01,343.46,94.628,76.946,32.75,8.8378,25.825,6.9587,18.724,1.6452,33.439,13.75,23.988,1.2599,18.296,2.2306,4.9053,2.2216,0.0049954,0.81934,0.073882,54.767,43.889,62.619,53.331,22.946,60.305,22.755,41.962,42.803,48.204,52.952,40.739,16.697,0
0.23591,3647.4,4536.1,9.4134,26.928,42.146,2705.4,74.855,120.38,0.35541,79.87,50.003,2634.6,25.813,49.58,3099.9,23.315,66.431,250.64,343.12,94.714,77.16,32.75,8.8378,25.825,6.9587,18.724,1.6452,33.439,13.75,23.988,1.2599,18.296,2.2306,4.9053,2.2216,0.018974,0.82164,0.10197,53.213,43.814,62.637,53.254,22.908,61.746,22.684,41.495,38.108,45.563,52.708,40.698,17.283,0
0.20411,3644.0,4531.7,9.2684,27.004,42.462,2705.6,75.485,120.4,0.33221,79.869,51.058,2633.7,24.196,51.882,3100.2,23.611,66.381,249.66,343.56,94.653,77.645,32.791,8.9958,26.155,6.9086,18.653,1.6481,33.375,13.863,23.89,1.1466,18.522,2.2667,4.8488,2.3118,0.018974,0.82164,0.10197,53.213,43.814,62.392,53.682,19.914,63.399,22.764,39.057,41.214,50.889,52.676,40.415,16.554,0
0.20485,3626.8,4489.7,9.3973,27.071,42.072,2710.9,75.305,120.4,0.33094,80.337,50.463,2640.3,26.986,51.065,3104.8,22.491,66.417,250.53,343.46,94.62,77.824,32.791,8.9958,26.155,6.9086,18.653,1.6481,33.375,13.863,23.89,1.1466,18.522,2.2667,4.8488,2.3118,0.018974,0.82164,0.10197,53.213,43.814,62.688,54.185,19.842,62.23,23.039,39.211,39.461,48.999,52.472,41.622,19.163,0
0.19236,3666.9,4542.5,9.4646,27.298,42.606,2710.6,74.936,120.4,0.3427,80.363,49.71,2639.3,24.246,49.768,3107.4,22.516,66.525,248.75,342.67,94.564,77.625,32.343,8.8718,26.473,6.9385,18.441,1.7013,32.88,13.579,23.828,1.1195,18.738,2.2732,4.8244,2.3598,0.018974,0.82164,0.10197,53.213,43.814,62.389,53.742,19.108,63.919,22.673,40.787,37.247,45.997,52.501,40.567,19.084,0
0.19244,3644.8,4518.6,9.3699,26.449,42.349,2708.6,74.636,120.4,0.34415,80.109,48.694,2637.9,25.96,51.284,3105.1,22.231,66.519,249.14,343.15,94.631,77.033,32.343,8.8718,26.473,6.9385,18.441,1.7013,32.88,13.579,23.828,1.1195,18.738,2.2732,4.8244,2.3598,0.018974,0.82164,0.10197,53.213,43.814,62.769,54.028,19.101,62.518,22.306,40.609,34.255,49.506,52.337,41.188,19.805,0
0.23244,3652.9,4535.4,9.4811,26.853,42.021,2709.1,75.201,120.41,0.31049,79.774,50.126,2637.9,26.808,49.4,3104.1,23.032,66.423,249.25,343.39,94.663,76.997,32.287,8.6283,25.942,6.8403,18.68,1.6196,33.301,13.799,23.21,1.318,17.914,2.2792,4.8879,2.2229,0.011033,0.83357,0.10379,53.721,44.019,62.327,54.386,22.9,60.67,22.712,36.945,38.471,45.146,52.237,41.277,17.934,0
0.23318,3638.1,4549.4,9.274,26.981,42.654,2710.2,74.791,120.4,0.31031,79.762,51.379,2639.1,24.486,50.672,3104.9,22.762,66.316,247.2,343.1,94.704,77.282,32.287,8.6283,25.942,6.8403,18.68,1.6196,33.301,13.799,23.21,1.318,17.914,2.2792,4.8879,2.2229,0.011033,0.83357,0.10379,53.721,44.019,62.582,54.218,22.827,62.993,22.977,36.968,42.158,48.089,52.317,40.82,18.572,0
0.23782,3647.5,4515.8,9.3752,26.508,42.226,2713.7,74.797,120.43,0.33489,79.985,49.909,2642.4,24.651,49.737,3107.8,22.864,66.287,251.21,343.56,94.509,77.953,32.531,9.0352,26.335,6.7529,18.34,1.635,33.234,13.948,23.945,1.311,18.248,2.2859,4.9059,2.3073,0.011033,0.83357,0.10379,53.721,44.019,63.276,54.07,23.182,63.588,22.702,39.656,37.833,45.926,51.856,41.158,18.275,0
0.23749,3656.7,4523.6,9.3311,27.01,42.539,2714.9,75.508,120.4,0.33421,80.18,50.259,2644.4,25.408,47.817,3111.0,21.587,66.335,248.22,343.38,94.444,77.48,32.531,9.0352,26.335,6.7529,18.34,1.635,33.234,13.948,23.945,1.311,18.248,2.2859,4.9059,2.3073,0.011033,0.83357,0.10379,53.721,44.019,63.116,53.977,23.214,61.789,22.999,39.739,38.861,41.481,52.015,40.746,21.312,0
0.2115,3690.8,4545.2,9.3376,26.921,42.384,2713.6,74.899,120.39,0.3553,79.973,49.433,2642.9,24.561,49.633,3109.3,23.196,66.319,249.54,343.07,94.589,77.301,32.342,9.0791,26.602,6.8601,18.37,1.6493,33.253,13.661,24.109,1.2548,18.103,2.235,4.7619,2.2761,0.011033,0.83357,0.10379,53.721,44.019,63.376,54.598,20.68,62.059,22.651,41.252,36.432,45.685,51.79,41.031,17.512,0
0.20945,3707.9,4561.9,9.3811,26.915,42.644,2713.9,75.155,120.41,0.35104,80.014,48.951,2642.3,25.324,51.704,3109.5,23.586,66.345,248.16,343.16,94.364,77.352,32.342,9.0791,26.602,6.8601,18.37,1.6493,33.253,13.661,24.109,1.2548,18.103,2.235,4.7619,2.2761,0.014956,0.81952,0.099938,53.201,44.098,63.083,54.397,20.882,63.939,22.671,41.772,35.013,50.478,52.098,41.354,16.578,0
0.22771,3663.8,4555.2,9.3351,27.135,42.708,2714.1,74.649,120.41,0.32311,79.954,47.823,2643.1,25.454,49.819,3109.9,22.631,66.332,248.02,343.11,94.591,77.252,32.115,8.8496,26.594,6.7902,18.588,1.6642,33.41,13.727,24.022,1.1337,18.535,2.2662,4.8398,2.2523,0.014956,0.81952,0.099938,53.201,44.098,62.973,54.476,22.167,63.433,22.932,37.469,31.693,46.116,52.13,41.68,18.857,0
0.22504,3669.6,4605.1,9.447,26.671,42.537,2713.8,75.186,120.38,0.32196,79.961,48.721,2643.8,23.288,51.392,3109.8,22.548,66.304,249.96,343.09,94.419,77.247,32.115,8.8496,26.594,6.7902,18.588,1.6642,33.41,13.727,24.022,1.1337,18.535,2.2662,4.8398,2.2523,0.014956,0.81952,0.099938,53.201,44.098,62.874,53.879,22.429,60.569,22.719,37.609,34.336,49.754,51.98,40.953,19.053,0
0.2487,3665.3,4532.7,9.3812,26.683,42.444,2714.2,75.511,120.4,0.32746,79.918,49.393,2643.3,25.175,49.886,3109.5,22.383,66.304,249.1,343.05,94.583,77.239,31.947,9.0409,26.352,7.0027,18.739,1.6508,33.48,13.787,24.572,1.2496,18.576,2.2679,4.8446,2.2831,0.014956,0.81952,0.099938,53.201,44.098,63.614,54.261,24.336,63.204,22.64,38.5,36.315,46.27,52.077,42.212,19.444,0
0.24693,3667.3,4517.3,9.4036,26.972,42.326,2713.0,75.041,120.38,0.32915,79.864,48.136,2642.0,25.742,50.331,3110.2,22.897,66.288,249.79,342.78,94.431,76.801,31.947,9.0409,26.352,7.0027,18.739,1.6508,33.48,13.787,24.572,1.2496,18.576,2.2679,4.8446,2.2831,0.014956,0.81952,0.099938,53.201,44.098,63.58,54.445,24.51,60.683,22.699,38.294,32.614,47.299,52.038,41.138,18.263,0
0.26886,3650.5,4533.2,9.4238,26.873,42.863,2712.6,74.88,120.4,0.33296,79.662,49.234,2641.2,25.065,50.937,3107.6,23.081,66.235,247.82,342.8,94.662,77.047,32.288,8.8091,26.588,6.7163,18.453,1.6538,32.65,13.868,24.357,1.2445,18.339,2.2421,4.7767,2.2689,0.005776,0.82606,0.093632,53.528,43.732,61.99,53.903,25.871,60.832,22.564,39.33,35.846,48.701,51.864,41.333,17.831,0
0.26434,3622.5,4521.6,9.3227,26.783,42.069,2713.6,75.741,120.37,0.33221,79.726,47.809,2643.5,23.905,50.932,3108.4,23.995,66.191,247.16,343.46,94.669,77.305,32.288,8.8091,26.588,6.7163,18.453,1.6538,32.65,13.868,24.357,1.2445,18.339,2.2421,4.7767,2.2689,0.005776,0.82606,0.093632,53.528,43.732,62.473,54.042,26.316,60.885,23.009,39.422,31.651,48.691,51.785,40.656,15.649,0
0.23357,3715.1,4551.8,9.3916,26.832,42.023,2716.4,74.115,120.44,0.3421,79.92,48.86,2645.8,26.667,50.669,3111.5,23.014,66.177,247.41,343.24,94.422,77.412,32.218,8.7021,26.587,6.8595,18.833,1.6862,32.834,13.824,23.82,1.2009,18.629,2.3076,4.859,2.2545,0.005776,0.82606,0.093632,53.528,43.732,63.413,54.412,23.007,61.197,22.921,40.398,34.744,48.082,51.626,42.016,17.965,0
0.23162,3721.2,4524.3,9.387,26.605,42.57,2716.7,75.415,120.39,0.34325,80.047,50.964,2646.0,22.431,49.129,3111.7,23.848,66.222,246.23,343.12,94.512,77.455,32.218,8.7021,26.587,6.8595,18.833,1.6862,32.834,13.824,23.82,1.2009,18.629,2.3076,4.859,2.2545,0.005776,0.82606,0.093632,53.528,43.732,63.307,54.74,23.198,60.614,22.622,40.258,40.936,44.519,51.591,40.881,15.964,0
0.24043,3632.7,4513.3,9.3511,26.917,42.36,2714.5,75.368,120.42,0.33894,80.073,49.681,2643.8,23.968,50.51,3111.9,22.26,66.272,247.07,342.87,94.473,77.256,32.713,9.0938,26.584,6.8272,18.682,1.6863,32.872,13.816,24.065,1.2309,18.4,2.241,4.6853,2.257,0.005776,0.82606,0.093632,53.528,43.732,63.663,53.962,23.528,59.866,22.836,39.647,37.162,47.714,51.374,42.169,19.735,0
0.23953,3629.3,4541.2,9.2804,26.679,42.209,2711.9,74.572,120.35,0.33741,79.728,50.086,2641.3,25.124,49.153,3106.6,23.221,66.237,244.76,343.21,94.499,76.826,32.713,9.0938,26.584,6.8272,18.682,1.6863,32.872,13.816,24.065,1.2309,18.4,2.241,4.6853,2.257,0.023759,0.81077,0.08859,53.297,43.478,63.721,53.628,23.617,63.032,23.014,39.833,38.352,44.573,51.585,40.278,17.504,0
0.1877,3666.3,4519.2,9.4563,27.034,42.6,2709.0,75.375,120.4,0.33545,79.633,47.543,2637.7,23.822,49.151,3106.3,22.403,66.162,247.71,342.29,94.657,77.3,32.205,8.788,26.587,6.821,18.794,1.6244,32.967,13.857,24.091,1.2396,18.088,2.2841,4.7629,2.1979,0.023759,0.81077,0.08859,53.297,43.478,63.404,54.264,18.721,61.168,22.466,39.84,30.87,44.569,51.251,41.367,19.437,0
0.19008,3641.3,4515.3,9.4469,27.214,42.23,2707.4,75.499,120.39,0.33923,79.661,48.619,2636.3,27.399,50.517,3104.3,22.34,66.127,243.97,342.9,94.594,76.646,32.205,8.788,26.587,6.821,18.794,1.6244,32.967,13.857,24.091,1.2396,18.088,2.2841,4.7629,2.1979,0.023759,0.81077,0.08859,53.297,43.478,63.835,54.311,18.487,60.265,22.425,39.379,34.035,47.731,51.514,40.472,19.646,0
0.23786,3673.8,4524.2,9.3425,26.628,43.03,2709.1,75.119,120.43,0.34271,79.844,50.591,2638.4,27.284,49.871,3103.3,22.952,66.121,245.99,342.09,94.706,77.41,31.987,8.9552,26.625,6.9578,18.682,1.6417,33.341,13.754,24.142,1.346,17.954,2.2284,4.7755,2.2637,0.023759,0.81077,0.08859,53.297,43.478,63.386,53.936,22.899,59.149,22.696,40.071,39.839,46.234,51.262,41.666,18.143,0
0.23659,3667.5,4525.0,9.2729,27.014,41.98,2710.6,74.587,120.4,0.34012,80.135,47.435,2638.4,26.0,52.009,3107.2,23.348,66.174,245.28,341.85,94.498,77.517,31.987,8.9552,26.625,6.9578,18.682,1.6417,33.341,13.754,24.142,1.346,17.954,2.2284,4.7755,2.2637,0.023759,0.81077,0.08859,53.297,43.478,63.493,53.927,23.025,61.638,22.416,40.387,30.551,51.183,51.248,41.027,17.177,0
0.25711,3639.0,4519.8,9.4671,26.508,42.252,2710.9,76.032,120.4,0.32878,80.201,50.974,2640.1,25.556,51.087,3108.5,24.072,66.242,241.94,341.72,94.563,77.365,32.173,8.7274,26.111,7.0072,18.926,1.638,33.062,13.934,24.332,1.3406,18.414,2.2598,4.7796,2.3339,0.020563,0.81496,0.08675,53.22,44.525,62.777,54.271,25.337,62.374,22.322,39.01,40.968,49.049,51.044,41.266,15.456,0
0.25794,3644.1,4549.3,9.4382,26.682,42.408,2710.7,74.417,120.39,0.32913,80.102,49.514,2639.0,26.681,51.258,3107.8,23.769,66.242,241.49,341.72,94.657,77.21,32.173,8.7274,26.111,7.0072,18.926,1.638,33.062,13.934,24.332,1.3406,18.414,2.2598,4.7796,2.3339,0.020563,0.81496,0.08675,53.22,44.525,62.688,53.918,25.256,59.68,22.166,38.967,36.67,49.445,50.821,41.039,16.181,0
0.24067,3625.6,4543.6,9.3576,26.853,42.286,2709.7,75.447,120.38,0.35052,80.001,49.989,2638.3,26.216,51.178,3105.3,22.214,66.221,244.73,341.95,94.734,77.169,32.238,8.8189,26.71,6.9083,18.849,1.5975,32.745,13.713,23.941,1.2377,18.791,2.2974,4.8254,2.2457,0.020563,0.81496,0.08675,53.22,44.525,62.478,53.381,23.652,61.123,22.523,41.2,38.069,49.261,50.272,40.712,19.878,0
0.24111,3631.4,4501.2,9.1778,26.942,42.018,2709.0,75.134,120.39,0.34824,79.941,49.037,2637.5,26.052,48.932,3104.3,22.655,66.184,241.53,341.56,94.676,77.158,32.238,8.8189,26.71,6.9083,18.849,1.5975,32.745,13.713,23.941,1.2377,18.791,2.2974,4.8254,2.2457,0.020563,0.81496,0.08675,53.22,44.525,62.379,53.889,23.608,63.949,22.471,41.478,35.265,44.062,50.299,40.455,18.839,0
0.23547,3652.4,4537.6,9.243,27.011,41.942,2708.5,75.449,120.4,0.32515,79.877,50.12,2637.2,24.524,50.857,3105.2,24.01,66.138,241.92,341.72,94.826,77.108,32.146,8.9299,26.555,6.8335,18.956,1.6772,32.805,13.771,24.301,1.1916,18.497,2.2483,4.9052,2.3962,0.020563,0.81496,0.08675,53.22,44.525,62.814,53.624,22.88,62.164,22.462,38.367,38.452,48.517,50.01,40.39,15.631,0
0.23498,3664.9,4492.0,9.2463,26.669,41.943,2709.1,74.649,120.38,0.32489,79.903,50.58,2637.8,22.881,50.805,3105.4,23.718,66.084,240.69,341.65,94.594,77.059,32.146,8.9299,26.555,6.8335,18.956,1.6772,32.805,13.771,24.301,1.1916,18.497,2.2483,4.9052,2.3962,0.022754,0.8205,0.094329,54.195,42.952,62.598,54.171,22.928,62.675,22.252,38.399,39.807,48.397,49.932,40.757,16.329,0
0.24371,3665.4,4545.4,9.323,26.541,42.138,2708.9,75.504,120.42,0.33019,79.91,50.622,2637.4,27.375,52.067,3104.9,24.101,66.038,239.61,341.73,94.739,76.977,31.819,8.7618,26.551,6.8142,19.092,1.6671,32.649,13.908,23.995,1.0643,18.182,2.2609,4.8915,2.3488,0.022754,0.8205,0.094329,54.195,42.952,63.258,53.247,23.811,60.747,22.297,39.186,39.931,51.318,49.807,40.74,15.435,0
0.24432,3661.6,4474.0,9.2942,27.056,41.985,2708.7,74.505,120.4,0.32888,79.992,49.713,2637.1,23.24,50.19,3105.3,21.809,66.035,240.02,341.44,94.523,77.214,31.819,8.7618,26.551,6.8142,19.092,1.6671,32.649,13.908,23.995,1.0643,18.182,2.2609,4.8915,2.3488,0.022754,0.8205,0.094329,54.195,42.952,63.323,54.102,23.75,61.109,22.295,39.346,37.256,46.974,49.546,41.395,20.854,0
