xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
94.414,77.18,32.46,8.706,26.481,6.7176,18.75,1.6471,32.864,13.989,23.985,1.2852,18.76,2.2834,4.8618,2.2785,0.0048243,0.82231,0.093713,53.913,43.217,63.3,54.365,21.611,63.047,21.934,40.225,39.168,49.035,45.724,40.73,17.773,0
94.466,77.266,32.018,8.8351,26.404,6.9692,18.876,1.6889,33.005,13.962,23.887,1.228,18.736,2.297,4.7978,2.3651,0.0048243,0.82231,0.093713,53.913,43.217,64.055,53.767,22.027,61.7,22.037,42.455,36.35,43.976,45.577,41.584,18.183,0
94.403,77.329,32.018,8.8351,26.404,6.9692,18.876,1.6889,33.005,13.962,23.887,1.228,18.736,2.297,4.7978,2.3651,0.03287,0.85281,0.10437,53.985,43.976,63.243,53.59,22.13,60.457,21.727,42.361,33.903,47.286,45.663,41.398,19.322,0
94.533,77.395,32.222,8.8427,26.461,6.9527,18.775,1.6784,32.84,13.791,23.805,1.4169,18.967,2.2327,4.8066,2.2334,0.03287,0.85281,0.10437,53.985,43.976,62.382,53.734,26.412,63.85,22.312,42.11,34.163,44.742,45.174,41.415,18.565,0
94.57,77.26,32.222,8.8427,26.461,6.9527,18.775,1.6784,32.84,13.791,23.805,1.4169,18.967,2.2327,4.8066,2.2334,0.03287,0.85281,0.10437,53.985,43.976,62.824,54.167,26.44,62.055,22.064,42.134,35.507,47.31,45.184,41.612,21.056,0
94.667,77.528,32.093,8.9775,26.366,6.8187,18.215,1.6308,33.071,13.856,23.315,1.3368,18.646,2.3371,4.8322,2.3027,0.03287,0.85281,0.10437,53.985,43.976,63.206,53.774,24.502,59.998,21.859,39.973,38.084,44.852,45.003,41.311,17.835,0
94.589,77.428,32.093,8.9775,26.366,6.8187,18.215,1.6308,33.071,13.856,23.315,1.3368,18.646,2.3371,4.8322,2.3027,0.03287,0.85281,0.10437,53.985,43.976,63.44,54.147,24.507,61.938,22.349,39.809,35.401,46.059,45.095,40.793,16.402,0
94.509,77.646,32.3,8.8324,25.897,6.8974,18.533,1.6806,33.038,13.786,23.734,1.1767,18.841,2.2315,4.8778,2.2685,0.019293,0.83572,0.10327,54.021,43.897,63.636,54.429,25.66,61.677,22.211,40.588,41.408,50.179,45.552,41.898,16.226,0
94.452,77.574,32.3,8.8324,25.897,6.8974,18.533,1.6806,33.038,13.786,23.734,1.1767,18.841,2.2315,4.8778,2.2685,0.019293,0.83572,0.10327,54.021,43.897,62.879,54.696,26.042,62.361,21.992,40.889,34.329,48.262,45.457,41.424,16.979,0
94.479,77.179,32.223,8.9271,26.342,6.9413,18.918,1.7067,33.387,13.924,23.993,1.1872,18.515,2.2451,4.8501,2.3114,0.019293,0.83572,0.10327,54.021,43.897,63.158,53.89,23.479,59.93,22.46,39.783,41.091,46.848,45.889,41.709,19.647,0
94.482,77.303,32.223,8.9271,26.342,6.9413,18.918,1.7067,33.387,13.924,23.993,1.1872,18.515,2.2451,4.8501,2.3114,0.019293,0.83572,0.10327,54.021,43.897,62.878,54.605,23.795,61.304,21.939,39.911,42.012,46.336,45.896,41.903,18.818,0
94.652,77.03,32.081,8.8928,26.365,6.8922,18.588,1.5908,33.0,13.827,23.804,1.1606,18.169,2.2177,4.8153,2.3282,0.019293,0.83572,0.10327,54.021,43.897,63.012,53.553,24.268,63.858,22.236,41.81,40.784,47.808,45.917,40.907,16.936,0
94.58,77.415,32.081,8.8928,26.365,6.8922,18.588,1.5908,33.0,13.827,23.804,1.1606,18.169,2.2177,4.8153,2.3282,0.014254,0.84326,0.1106,54.16,43.493,62.762,53.728,24.565,60.93,22.462,42.083,38.571,48.472,45.696,40.714,17.479,0
94.724,77.089,32.149,8.7416,26.263,6.9217,18.998,1.6031,32.762,13.778,23.5,1.1171,18.951,2.2965,4.8394,2.336,0.014254,0.84326,0.1106,54.16,43.493,63.146,53.683,25.821,59.759,22.134,40.984,38.029,50.942,45.686,40.998,16.454,0
94.458,77.541,32.149,8.7416,26.263,6.9217,18.998,1.6031,32.762,13.778,23.5,1.1171,18.951,2.2965,4.8394,2.336,0.014254,0.84326,0.1106,54.16,43.493,62.948,54.397,25.791,60.899,22.615,40.839,38.549,45.684,45.769,40.808,17.268,0
94.663,77.265,32.262,8.9072,26.473,6.8864,18.905,1.6348,33.134,13.72,23.54,1.2505,18.639,2.2493,4.851,2.2807,0.014254,0.84326,0.1106,54.16,43.493,63.092,53.896,25.277,60.133,22.301,39.946,36.68,47.068,45.705,42.328,16.946,0
94.425,77.174,32.262,8.9072,26.473,6.8864,18.905,1.6348,33.134,13.72,23.54,1.2505,18.639,2.2493,4.851,2.2807,0.014254,0.84326,0.1106,54.16,43.493,63.052,53.602,24.905,63.388,22.43,40.087,38.339,44.515,45.615,40.965,17.642,0
94.736,77.113,32.588,8.8925,26.204,6.8477,18.807,1.6365,32.558,13.835,23.569,1.2582,18.216,2.2352,4.7724,2.3096,0.017012,0.81136,0.093181,53.66,44.173,62.582,53.669,24.217,58.9,22.403,38.912,36.327,50.849,45.839,40.74,18.574,0
94.441,77.309,32.588,8.8925,26.204,6.8477,18.807,1.6365,32.558,13.835,23.569,1.2582,18.216,2.2352,4.7724,2.3096,0.017012,0.81136,0.093181,53.66,44.173,63.084,53.866,23.892,59.86,22.451,38.912,39.94,47.982,45.847,41.106,19.09,0
94.664,77.493,31.759,8.9179,26.351,7.0853,18.727,1.6979,32.854,13.787,23.874,1.3377,18.404,2.2773,4.7675,2.3259,0.017012,0.81136,0.093181,53.66,44.173,62.604,53.968,20.768,59.623,22.44,40.335,39.341,45.63,46.092,40.914,17.826,0
94.519,76.845,31.759,8.9179,26.351,7.0853,18.727,1.6979,32.854,13.787,23.874,1.3377,18.404,2.2773,4.7675,2.3259,0.017012,0.81136,0.093181,53.66,44.173,62.617,53.554,20.717,60.57,22.356,40.506,34.794,44.512,46.002,41.627,18.044,0
94.691,77.418,32.173,8.8762,26.401,6.8365,18.884,1.6655,33.062,13.978,23.888,1.3138,18.65,2.2286,4.8056,2.2601,0.017012,0.81136,0.093181,53.66,44.173,62.287,53.984,28.801,60.755,22.571,39.597,37.014,48.673,46.044,40.661,17.396,0
94.646,77.483,32.173,8.8762,26.401,6.8365,18.884,1.6655,33.062,13.978,23.888,1.3138,18.65,2.2286,4.8056,2.2601,0.029199,0.83574,0.10714,54.638,44.532,62.32,54.112,28.743,61.098,22.325,39.882,36.708,46.725,45.502,41.123,15.947,0
94.627,77.586,32.014,8.9727,26.603,6.9444,18.588,1.6684,32.798,13.785,24.187,1.2738,18.428,2.2548,4.8554,2.2462,0.029199,0.83574,0.10714,54.638,44.532,63.178,53.787,24.95,62.939,22.626,41.981,39.662,45.181,45.425,41.325,19.118,0
94.473,77.231,32.014,8.9727,26.603,6.9444,18.588,1.6684,32.798,13.785,24.187,1.2738,18.428,2.2548,4.8554,2.2462,0.029199,0.83574,0.10714,54.638,44.532,62.87,53.553,24.933,61.034,22.306,42.266,34.695,49.461,45.064,40.233,19.667,0
94.603,77.335,31.928,8.8354,26.384,6.773,19.425,1.6044,32.787,13.877,23.862,1.3479,19.066,2.2836,4.8548,2.3551,0.029199,0.83574,0.10714,54.638,44.532,62.38,54.399,26.488,60.853,22.393,39.741,39.289,49.166,44.991,40.657,18.43,0
94.685,77.49,31.928,8.8354,26.384,6.773,19.425,1.6044,32.787,13.877,23.862,1.3479,19.066,2.2836,4.8548,2.3551,0.029199,0.83574,0.10714,54.638,44.532,62.803,54.386,26.634,63.143,22.452,39.634,43.889,47.003,44.744,41.541,18.079,0
94.446,77.333,32.51,8.9045,26.995,6.9035,18.624,1.6442,33.651,13.744,23.791,1.2078,17.832,2.2477,4.8845,2.2468,0.0089183,0.841,0.10393,53.632,43.897,63.19,53.262,27.611,60.875,22.33,40.716,39.161,46.493,44.824,40.446,17.915,0
94.493,77.936,32.51,8.9045,26.995,6.9035,18.624,1.6442,33.651,13.744,23.791,1.2078,17.832,2.2477,4.8845,2.2468,0.0089183,0.841,0.10393,53.632,43.897,63.017,53.046,27.632,61.336,22.885,41.182,40.303,47.434,44.915,42.015,17.317,0
94.391,77.577,32.282,8.8275,26.733,7.0106,18.847,1.6453,33.57,13.732,24.523,1.3976,18.753,2.26,4.8011,2.3451,0.0089183,0.841,0.10393,53.632,43.897,63.022,54.006,22.085,60.433,22.843,39.192,37.848,47.741,44.625,41.691,18.484,0
94.638,77.265,32.282,8.8275,26.733,7.0106,18.847,1.6453,33.57,13.732,24.523,1.3976,18.753,2.26,4.8011,2.3451,0.0089183,0.841,0.10393,53.632,43.897,62.932,53.557,22.174,63.499,22.574,39.567,39.776,47.331,44.881,40.712,16.019,0
94.54,77.079,32.379,8.9322,26.713,6.6987,18.93,1.6133,33.119,13.771,23.948,1.1985,18.367,2.2844,4.9108,2.2101,0.0089183,0.841,0.10393,53.632,43.897,62.244,53.822,23.954,60.701,22.482,38.873,36.032,46.599,44.878,40.165,17.376,0
94.764,77.201,32.379,8.9322,26.713,6.6987,18.93,1.6133,33.119,13.771,23.948,1.1985,18.367,2.2844,4.9108,2.2101,0.017368,0.83635,0.10894,52.923,44.193,62.66,53.824,24.075,62.36,23.021,39.052,36.338,45.986,44.83,41.279,17.463,0
94.499,77.343,32.536,8.8007,26.827,6.8981,18.55,1.6281,33.004,13.862,23.853,1.2943,18.885,2.259,4.8425,2.375,0.017368,0.83635,0.10894,52.923,44.193,64.424,53.924,22.883,61.131,22.608,39.467,37.83,47.855,44.958,40.909,17.939,0
94.497,77.239,32.536,8.8007,26.827,6.8981,18.55,1.6281,33.004,13.862,23.853,1.2943,18.885,2.259,4.8425,2.375,0.017368,0.83635,0.10894,52.923,44.193,63.912,53.372,22.874,62.104,22.311,39.496,36.468,48.989,44.967,41.744,16.792,0
94.608,77.281,32.486,8.7314,26.507,6.8662,19.013,1.642,33.256,13.677,24.586,1.1515,18.178,2.2871,4.7812,2.3225,0.017368,0.83635,0.10894,52.923,44.193,62.943,54.113,21.11,62.979,22.647,40.554,38.9,49.776,45.021,40.785,16.595,0
94.626,77.512,32.486,8.7314,26.507,6.8662,19.013,1.642,33.256,13.677,24.586,1.1515,18.178,2.2871,4.7812,2.3225,0.017368,0.83635,0.10894,52.923,44.193,62.563,53.837,21.013,61.6,22.769,40.501,41.593,46.67,44.992,41.091,19.514,0
94.599,77.801,32.061,8.9408,26.999,7.0605,18.557,1.6515,33.452,13.634,24.159,1.1177,18.391,2.2181,4.7416,2.328,0.032528,0.83478,0.11628,53.967,43.661,63.276,53.479,21.308,60.594,22.998,38.42,42.874,46.39,45.007,41.701,18.193,0
94.518,77.447,32.061,8.9408,26.999,7.0605,18.557,1.6515,33.452,13.634,24.159,1.1177,18.391,2.2181,4.7416,2.328,0.032528,0.83478,0.11628,53.967,43.661,63.472,53.33,21.278,61.316,22.844,38.056,41.16,49.403,45.195,40.566,16.773,0
94.615,77.48,32.36,8.9188,26.387,7.2096,18.612,1.6469,32.808,13.775,24.249,1.4412,18.335,2.2424,4.891,2.3742,0.032528,0.83478,0.11628,53.967,43.661,62.033,53.836,25.369,62.782,22.469,37.765,42.772,46.508,44.931,41.069,18.437,0
94.636,77.139,32.36,8.9188,26.387,7.2096,18.612,1.6469,32.808,13.775,24.249,1.4412,18.335,2.2424,4.891,2.3742,0.032528,0.83478,0.11628,53.967,43.661,62.519,54.329,25.417,62.103,22.939,37.516,39.822,47.795,45.036,40.435,21.125,0
94.831,77.462,32.104,8.8138,26.928,6.6662,18.565,1.639,32.969,13.727,24.25,1.198,18.187,2.2733,4.8312,2.3251,0.032528,0.83478,0.11628,53.967,43.661,62.19,54.272,22.472,62.424,23.066,39.195,39.672,49.903,44.98,39.728,21.229,0
94.856,77.378,32.104,8.8138,26.928,6.6662,18.565,1.639,32.969,13.727,24.25,1.198,18.187,2.2733,4.8312,2.3251,0.0059905,0.85188,0.10638,54.147,43.224,61.218,54.263,22.458,59.429,22.662,39.305,37.361,45.513,44.841,40.049,18.378,0
94.635,77.566,32.581,8.6364,25.933,6.8598,18.439,1.6998,32.93,13.819,24.21,1.3465,18.249,2.2298,4.7759,2.2357,0.0059905,0.85188,0.10638,54.147,43.224,63.907,53.958,25.04,63.382,22.872,38.101,40.599,48.12,44.725,40.787,19.239,0
94.397,77.636,32.581,8.6364,25.933,6.8598,18.439,1.6998,32.93,13.819,24.21,1.3465,18.249,2.2298,4.7759,2.2357,0.0059905,0.85188,0.10638,54.147,43.224,64.053,53.934,24.891,61.41,22.753,38.899,41.759,41.408,44.755,42.423,19.285,0
94.439,77.359,32.371,8.8678,26.992,6.5458,18.582,1.6619,32.737,13.936,23.887,0.97279,17.917,2.2563,4.8616,2.2157,0.0059905,0.85188,0.10638,54.147,43.224,63.202,54.236,20.198,63.715,23.114,39.988,41.178,47.531,44.749,40.912,19.526,0
94.557,77.046,32.371,8.8678,26.992,6.5458,18.582,1.6619,32.737,13.936,23.887,0.97279,17.917,2.2563,4.8616,2.2157,0.0059905,0.85188,0.10638,54.147,43.224,63.249,54.173,20.22,62.496,23.218,39.955,38.707,49.784,44.906,41.157,17.278,0
94.435,77.111,32.134,8.7896,26.819,6.8248,18.566,1.6406,32.845,13.88,23.586,1.3121,18.148,2.2516,4.8304,2.2443,0.015666,0.82558,0.12364,53.324,44.499,64.601,54.112,21.568,60.451,23.062,41.215,36.46,46.191,45.153,41.864,18.369,0
94.238,76.684,32.134,8.7896,26.819,6.8248,18.566,1.6406,32.845,13.88,23.586,1.3121,18.148,2.2516,4.8304,2.2443,0.015666,0.82558,0.12364,53.324,44.499,64.666,54.281,21.645,59.422,22.692,41.707,37.504,45.342,45.163,40.535,15.516,0
94.628,77.228,32.133,8.8767,26.59,6.8675,18.749,1.6158,32.891,13.945,24.438,1.2564,18.491,2.2533,4.8209,2.2471,0.015666,0.82558,0.12364,53.324,44.499,63.464,54.327,24.037,61.846,22.3,40.68,36.108,49.005,45.339,41.973,18.213,0
94.414,77.276,32.133,8.8767,26.59,6.8675,18.749,1.6158,32.891,13.945,24.438,1.2564,18.491,2.2533,4.8209,2.2471,0.015666,0.82558,0.12364,53.324,44.499,63.762,54.665,23.97,61.098,22.517,40.87,42.484,43.955,45.6,40.871,19.534,0
94.507,77.593,32.216,8.7646,26.172,7.0398,18.352,1.6674,32.963,13.795,24.417,1.2641,18.164,2.2537,4.7087,2.2849,0.015666,0.82558,0.12364,53.324,44.499,63.368,53.706,24.32,61.394,22.652,41.427,36.281,47.284,45.597,41.046,19.023,0
94.443,77.415,32.216,8.7646,26.172,7.0398,18.352,1.6674,32.963,13.795,24.417,1.2641,18.164,2.2537,4.7087,2.2849,0.024627,0.81733,0.099362,53.984,44.772,63.195,54.585,24.281,62.258,22.57,41.626,37.7,46.675,45.062,41.116,18.758,0
94.536,77.468,32.269,8.9536,26.331,7.0024,18.787,1.6341,32.901,13.749,24.289,1.1632,17.826,2.2558,4.7299,2.3231,0.024627,0.81733,0.099362,53.984,44.772,61.982,55.194,23.342,61.529,22.48,39.631,34.355,47.332,45.066,40.574,18.577,0
94.684,77.316,32.269,8.9536,26.331,7.0024,18.787,1.6341,32.901,13.749,24.289,1.1632,17.826,2.2558,4.7299,2.3231,0.024627,0.81733,0.099362,53.984,44.772,62.295,54.338,23.466,61.827,22.545,39.39,40.429,47.912,45.133,40.31,20.049,0
94.708,77.628,32.38,8.8701,26.484,6.7659,18.778,1.6345,33.06,13.761,24.518,1.3154,18.942,2.2784,4.8682,2.2893,0.024627,0.81733,0.099362,53.984,44.772,62.218,53.78,22.674,60.91,22.599,39.058,41.391,49.577,45.138,40.681,17.142,0
94.822,77.016,32.38,8.8701,26.484,6.7659,18.778,1.6345,33.06,13.761,24.518,1.3154,18.942,2.2784,4.8682,2.2893,0.024627,0.81733,0.099362,53.984,44.772,62.388,53.894,22.74,62.152,22.388,38.953,38.65,45.927,44.993,40.16,15.845,0
94.547,77.269,31.609,8.7453,26.756,6.8928,18.788,1.6742,33.046,13.801,24.717,1.3431,18.434,2.2706,4.8889,2.3181,0.022756,0.84313,0.09724,53.528,43.509,63.741,53.888,21.36,62.843,22.464,38.945,34.583,42.033,44.559,41.464,19.341,0
94.611,76.983,31.609,8.7453,26.756,6.8928,18.788,1.6742,33.046,13.801,24.717,1.3431,18.434,2.2706,4.8889,2.3181,0.022756,0.84313,0.09724,53.528,43.509,62.984,53.977,21.61,62.177,22.187,39.153,32.122,45.527,44.483,40.626,16.595,0
94.538,77.395,32.316,8.8468,27.046,6.8698,18.462,1.6378,32.989,13.686,24.194,1.3681,18.861,2.2599,4.893,2.3559,0.022756,0.84313,0.09724,53.528,43.509,63.02,54.143,29.096,61.6,22.291,39.445,37.129,51.819,44.284,41.681,17.998,0
94.586,77.161,32.316,8.8468,27.046,6.8698,18.462,1.6378,32.989,13.686,24.194,1.3681,18.861,2.2599,4.893,2.3559,0.022756,0.84313,0.09724,53.528,43.509,63.062,54.617,29.16,60.98,22.439,39.714,37.666,45.504,44.104,40.495,19.155,0
94.692,77.052,31.851,8.8376,26.681,6.8126,19.086,1.6631,33.265,13.823,24.27,1.2905,18.817,2.24,4.8593,2.331,0.022756,0.84313,0.09724,53.528,43.509,63.113,54.976,22.594,63.048,22.733,38.465,38.725,44.699,44.008,41.245,18.362,0
94.565,77.229,31.851,8.8376,26.681,6.8126,19.086,1.6631,33.265,13.823,24.27,1.2905,18.817,2.24,4.8593,2.331,0.013898,0.84209,0.10567,54.267,44.362,63.04,54.433,22.381,62.839,22.741,37.832,35.342,43.703,44.297,40.435,16.152,0
94.551,77.413,32.093,8.964,26.038,6.8725,18.807,1.6548,32.618,13.929,24.515,1.2868,18.481,2.253,4.816,2.2252,0.013898,0.84209,0.10567,54.267,44.362,63.573,53.577,27.199,61.887,22.231,40.218,34.369,43.992,44.306,42.147,17.047,0
94.534,77.321,32.093,8.964,26.038,6.8725,18.807,1.6548,32.618,13.929,24.515,1.2868,18.481,2.253,4.816,2.2252,0.013898,0.84209,0.10567,54.267,44.362,63.142,53.837,27.142,63.433,22.415,39.521,38.146,43.967,44.335,41.181,15.8,0
94.453,77.586,31.84,8.822,26.923,6.7562,18.236,1.6251,32.872,13.863,24.283,1.287,18.117,2.236,4.8502,2.3519,0.013898,0.84209,0.10567,54.267,44.362,63.24,53.794,24.963,60.738,22.623,41.258,36.578,45.976,44.483,41.645,20.47,0
94.646,77.179,31.84,8.822,26.923,6.7562,18.236,1.6251,32.872,13.863,24.283,1.287,18.117,2.236,4.8502,2.3519,0.013898,0.84209,0.10567,54.267,44.362,62.999,54.628,24.9,60.827,22.412,41.542,36.484,45.089,44.353,41.162,17.139,0
94.551,77.356,32.108,8.733,27.037,6.829,18.567,1.665,33.103,13.942,24.199,1.1879,18.652,2.2584,4.8124,2.3197,0.033296,0.85163,0.10368,53.863,44.137,63.887,55.198,27.687,60.645,22.228,40.444,34.933,48.79,44.501,41.305,18.735,0
94.512,77.081,32.108,8.733,27.037,6.829,18.567,1.665,33.103,13.942,24.199,1.1879,18.652,2.2584,4.8124,2.3197,0.033296,0.85163,0.10368,53.863,44.137,63.501,54.625,27.57,63.053,22.057,40.661,39.067,51.269,44.572,41.48,19.12,0
94.528,77.16,32.326,8.9905,26.298,6.9335,18.871,1.6173,32.909,13.877,24.167,1.335,18.63,2.2767,4.7688,2.3215,0.033296,0.85163,0.10368,53.863,44.137,63.837,54.343,25.279,60.612,22.327,41.705,38.727,49.219,44.598,41.507,16.54,0
94.616,77.258,32.326,8.9905,26.298,6.9335,18.871,1.6173,32.909,13.877,24.167,1.335,18.63,2.2767,4.7688,2.3215,0.033296,0.85163,0.10368,53.863,44.137,63.544,54.514,25.149,60.868,21.961,41.737,36.587,50.098,44.638,41.816,16.04,0
94.603,77.447,32.372,8.893,26.444,6.8612,18.582,1.6215,32.848,13.731,24.245,1.4435,18.407,2.3126,4.7901,2.2766,0.033296,0.85163,0.10368,53.863,44.137,63.192,53.715,23.227,62.667,22.156,40.895,42.139,46.597,44.579,41.431,17.288,0
94.67,77.393,32.372,8.893,26.444,6.8612,18.582,1.6215,32.848,13.731,24.245,1.4435,18.407,2.3126,4.7901,2.2766,0.025761,0.85659,0.10185,52.657,44.491,62.719,53.924,23.33,61.226,22.395,40.768,39.774,43.075,44.893,40.725,18.934,0
94.611,77.028,31.887,8.814,25.835,6.8516,18.667,1.6775,32.784,13.854,23.946,1.3703,18.47,2.2707,4.7763,2.2446,0.025761,0.85659,0.10185,52.657,44.491,63.396,54.477,22.605,60.512,22.044,38.709,35.248,45.675,45.115,41.403,16.876,0
94.726,76.995,31.887,8.814,25.835,6.8516,18.667,1.6775,32.784,13.854,23.946,1.3703,18.47,2.2707,4.7763,2.2446,0.025761,0.85659,0.10185,52.657,44.491,62.912,54.021,22.722,61.729,21.809,38.858,41.559,43.3,45.195,40.225,20.459,0
94.606,76.994,31.786,8.9636,26.226,6.796,19.241,1.6502,32.876,13.692,24.247,1.1682,18.719,2.2783,4.8775,2.3419,0.025761,0.85659,0.10185,52.657,44.491,63.385,53.966,27.342,59.95,21.776,40.324,41.438,45.633,45.363,41.605,17.444,0
94.618,77.188,31.786,8.9636,26.226,6.796,19.241,1.6502,32.876,13.692,24.247,1.1682,18.719,2.2783,4.8775,2.3419,0.025761,0.85659,0.10185,52.657,44.491,62.909,54.114,27.394,63.507,21.888,40.686,38.805,44.97,45.577,40.794,17.599,0
94.619,77.395,32.218,8.8202,26.373,6.8907,19.109,1.6989,32.776,13.955,24.195,1.0927,18.941,2.2686,4.854,2.3063,0.0019147,0.84264,0.11855,53.879,44.067,63.788,53.424,28.934,61.288,21.927,38.519,44.893,45.456,45.708,41.509,18.108,0
94.464,77.643,32.218,8.8202,26.373,6.8907,19.109,1.6989,32.776,13.955,24.195,1.0927,18.941,2.2686,4.854,2.3063,0.0019147,0.84264,0.11855,53.879,44.067,64.072,53.697,28.83,62.12,21.633,38.588,39.782,50.106,45.902,40.426,17.126,0
94.555,77.186,32.154,8.8308,26.409,6.8765,18.692,1.6525,33.044,14.018,24.103,1.2114,18.486,2.3243,4.806,2.3933,0.0019147,0.84264,0.11855,53.879,44.067,63.424,53.769,24.679,59.855,21.6,41.748,38.001,44.602,46.084,42.003,16.601,0
94.712,77.492,32.154,8.8308,26.409,6.8765,18.692,1.6525,33.044,14.018,24.103,1.2114,18.486,2.3243,4.806,2.3933,0.0019147,0.84264,0.11855,53.879,44.067,62.324,53.628,24.913,60.001,21.695,41.922,36.695,46.885,46.206,40.99,18.584,0
94.547,76.865,32.229,8.8712,25.979,6.9232,18.905,1.6561,32.644,13.742,24.224,1.2767,18.873,2.231,4.8551,2.403,0.0019147,0.84264,0.11855,53.879,44.067,63.437,53.834,25.392,61.649,21.074,43.167,37.769,44.792,46.395,40.964,18.661,0
94.892,77.15,32.229,8.8712,25.979,6.9232,18.905,1.6561,32.644,13.742,24.224,1.2767,18.873,2.231,4.8551,2.403,0.011718,0.85971,0.092116,53.795,44.421,63.994,54.164,25.232,63.817,21.21,43.184,37.991,47.415,46.364,40.72,15.704,0
94.525,77.253,31.737,9.1129,26.523,6.8594,19.178,1.6407,33.09,13.879,23.995,1.1784,18.673,2.2572,4.9598,2.3504,0.011718,0.85971,0.092116,53.795,44.421,63.306,54.194,24.749,61.476,21.623,39.331,37.903,42.502,46.316,40.511,20.593,0
94.771,77.211,31.737,9.1129,26.523,6.8594,19.178,1.6407,33.09,13.879,23.995,1.1784,18.673,2.2572,4.9598,2.3504,0.011718,0.85971,0.092116,53.795,44.421,63.226,53.746,24.593,62.65,21.393,39.323,40.252,46.82,46.199,41.016,18.402,0
94.565,77.499,31.888,8.9118,25.952,6.9378,19.382,1.6463,32.555,13.72,23.632,1.3182,19.112,2.2799,4.7584,2.261,0.011718,0.85971,0.092116,53.795,44.421,62.916,53.68,29.622,61.223,21.326,41.005,39.419,45.643,46.527,40.834,18.338,0
94.621,77.126,31.888,8.9118,25.952,6.9378,19.382,1.6463,32.555,13.72,23.632,1.3182,19.112,2.2799,4.7584,2.261,0.011718,0.85971,0.092116,53.795,44.421,63.577,53.346,29.667,61.706,21.302,41.169,35.199,49.504,46.412,41.281,20.508,0
94.577,77.22,32.109,8.8561,25.834,6.9219,19.371,1.6493,32.043,13.863,23.777,1.2847,18.766,2.272,4.8853,2.3381,0.027157,0.84267,0.095233,54.01,44.525,63.11,53.476,28.448,58.966,21.385,39.294,36.02,45.546,46.988,40.836,17.558,0
94.673,77.135,32.109,8.8561,25.834,6.9219,19.371,1.6493,32.043,13.863,23.777,1.2847,18.766,2.272,4.8853,2.3381,0.027157,0.84267,0.095233,54.01,44.525,62.722,53.261,28.674,59.462,21.619,38.856,39.533,49.115,46.928,40.716,18.499,0
94.718,76.961,31.808,9.0626,25.906,7.0396,18.786,1.5946,32.832,13.751,23.413,1.493,19.127,2.2502,4.9109,2.2809,0.027157,0.84267,0.095233,54.01,44.525,63.236,53.196,26.483,61.548,21.711,40.443,42.852,46.652,47.43,41.502,20.364,0
94.723,76.753,31.808,9.0626,25.906,7.0396,18.786,1.5946,32.832,13.751,23.413,1.493,19.127,2.2502,4.9109,2.2809,0.027157,0.84267,0.095233,54.01,44.525,63.518,52.978,26.467,62.846,21.502,41.33,36.627,43.485,47.558,40.346,16.619,0
94.834,77.111,32.384,8.8044,26.128,7.0336,18.889,1.6616,32.628,13.917,23.628,1.3736,18.656,2.3092,4.9807,2.3362,0.027157,0.84267,0.095233,54.01,44.525,63.034,53.854,29.652,61.694,21.164,39.274,45.554,50.855,47.668,40.538,15.67,0
94.676,77.893,32.384,8.8044,26.128,7.0336,18.889,1.6616,32.628,13.917,23.628,1.3736,18.656,2.3092,4.9807,2.3362,0.022867,0.85628,0.11127,53.852,43.087,62.278,53.663,29.791,61.089,21.609,39.473,38.809,45.047,47.709,40.694,15.812,0
94.616,77.881,31.789,8.8997,25.859,6.7393,18.835,1.6473,32.883,13.874,23.572,1.1902,18.9,2.3269,4.8403,2.2745,0.022867,0.85628,0.11127,53.852,43.087,62.485,53.575,24.155,61.284,22.14,41.914,40.661,43.556,47.823,40.98,17.866,0
94.82,77.136,31.789,8.8997,25.859,6.7393,18.835,1.6473,32.883,13.874,23.572,1.1902,18.9,2.3269,4.8403,2.2745,0.022867,0.85628,0.11127,53.852,43.087,62.721,53.224,24.449,60.544,21.922,41.628,37.12,44.326,47.801,41.036,21.551,0
94.56,76.692,31.873,8.8834,26.328,6.8355,18.884,1.6612,32.834,13.94,23.386,1.2381,18.816,2.2481,4.9605,2.3765,0.022867,0.85628,0.11127,53.852,43.087,64.018,54.033,30.068,62.555,21.21,40.976,33.759,45.3,47.965,41.047,17.348,0
94.633,77.301,31.873,8.8834,26.328,6.8355,18.884,1.6612,32.834,13.94,23.386,1.2381,18.816,2.2481,4.9605,2.3765,0.022867,0.85628,0.11127,53.852,43.087,63.249,53.531,30.001,60.231,21.586,41.22,38.016,46.0,47.91,41.673,16.822,0
94.415,77.656,32.195,8.9372,26.275,6.7041,18.702,1.6113,33.456,13.816,23.48,1.1113,18.945,2.2627,5.0183,2.4483,0.011836,0.82447,0.098646,53.652,44.28,62.651,54.058,29.602,62.872,21.547,41.811,34.853,47.259,48.137,40.768,18.631,0
